    pL,                   dL,                      pR,              dR,                     du,                     PI,                DIL,          DIR
      0.400000        0.600000        0.600000        0.400000        3.400000        0.037668        0.110977        0.076015
      0.400000        0.600000        0.600000        0.400000        3.500000        0.034179        0.103534        0.071710
      0.400000        0.600000        0.600000        0.400000        3.600000        0.030962        0.096476        0.067581
      0.400000        0.600000        0.600000        0.400000        3.700000        0.028000        0.089789        0.063625
      0.400000        0.600000        0.600000        0.400000        3.800000        0.025276        0.083459        0.059836
      0.400000        0.600000        0.600000        0.400000        3.900000        0.022775        0.077474        0.056211
      0.400000        0.600000        0.600000        0.400000        4.000000        0.020483        0.071820        0.052745
      0.400000        0.600000        0.600000        0.400000        4.100000        0.018385        0.066485        0.049434
      0.400000        0.600000        0.600000        0.400000        4.200000        0.016468        0.061456        0.046274
      0.400000        0.600000        0.600000        0.400000        4.300000        0.014719        0.056721        0.043261
      0.400000        0.600000        0.600000        0.400000        4.400000        0.013127        0.052268        0.040390
      0.400000        0.600000        0.600000        0.400000        4.500000        0.011681        0.048086        0.037658
      0.400000        0.600000        0.600000        0.400000        4.600000        0.010369        0.044163        0.035060
      0.400000        0.600000        0.600000        0.400000        4.700000        0.009181        0.040488        0.032593
      0.400000        0.600000        0.600000        0.400000        4.800000        0.008109        0.037050        0.030252
      0.400000        0.600000        0.600000        0.400000        4.900000        0.007142        0.033838        0.028034
      0.400000        0.600000        0.600000        0.400000        5.000000        0.006273        0.030842        0.025935
      0.400000        0.600000        0.600000        0.400000        5.100000        0.005493        0.028053        0.023950
      0.400000        0.600000        0.600000        0.400000        5.200000        0.004795        0.025459        0.022076
      0.400000        0.600000        0.600000        0.400000        5.300000        0.004173        0.023052        0.020309
      0.400000        0.600000        0.600000        0.400000        5.400000        0.003619        0.020822        0.018646
      0.400000        0.600000        0.600000        0.400000        5.500000        0.003127        0.018760        0.017083
      0.400000        0.600000        0.600000        0.400000        5.600000        0.002693        0.016858        0.015615
      0.400000        0.600000        0.600000        0.400000        5.700000        0.002309        0.015105        0.014240
      0.400000        0.600000        0.600000        0.400000        5.800000        0.001972        0.013495        0.012954
      0.400000        0.600000        0.600000        0.400000        5.900000        0.001677        0.012019        0.011753
      0.400000        0.600000        0.600000        0.400000        6.000000        0.001419        0.010670        0.010634
      0.400000        0.600000        0.600000        0.400000        6.100000        0.001195        0.009439        0.009594
      0.400000        0.600000        0.600000        0.400000        6.200000        0.001002        0.008319        0.008629
      0.400000        0.600000        0.600000        0.400000        6.300000        0.000835        0.007303        0.007735
      0.400000        0.600000        0.600000        0.400000        6.400000        0.000692        0.006385        0.006910
      0.400000        0.600000        0.600000        0.400000        6.500000        0.000570        0.005558        0.006149
      0.400000        0.600000        0.600000        0.400000        6.600000        0.000466        0.004815        0.005451
      0.400000        0.600000        0.600000        0.400000        6.700000        0.000378        0.004150        0.004812
      0.400000        0.600000        0.600000        0.400000        6.800000        0.000305        0.003558        0.004228
      0.400000        0.600000        0.600000        0.400000        6.900000        0.000244        0.003032        0.003697
      0.400000        0.600000        0.600000        0.400000        7.000000        0.000193        0.002568        0.003216
      0.400000        0.600000        0.600000        0.400000        7.100000        0.000152        0.002161        0.002781
      0.400000        0.600000        0.600000        0.400000        7.200000        0.000118        0.001804        0.002391
      0.400000        0.600000        0.600000        0.400000        7.300000        0.000091        0.001495        0.002041
      0.400000        0.600000        0.600000        0.400000        7.400000        0.000069        0.001228        0.001730
      0.400000        0.600000        0.600000        0.400000        7.500000        0.000052        0.000999        0.001455
      0.400000        0.600000        0.600000        0.400000        7.600000        0.000038        0.000804        0.001212
      0.400000        0.600000        0.600000        0.400000        7.700000        0.000028        0.000640        0.001001
      0.400000        0.600000        0.600000        0.400000        7.800000        0.000020        0.000502        0.000817
      0.400000        0.600000        0.600000        0.400000        7.900000        0.000014        0.000389        0.000659
      0.400000        0.600000        0.600000        0.400000        8.000000        0.000009        0.000296        0.000524
      0.400000        0.600000        0.600000        0.400000        8.100000        0.000006        0.000222        0.000411
      0.400000        0.600000        0.600000        0.400000        8.200000        0.000004        0.000162        0.000316
      0.400000        0.600000        0.600000        0.400000        8.300000        0.000003        0.000116        0.000238
      0.400000        0.600000        0.600000        0.400000        8.400000        0.000002        0.000081        0.000176
      0.400000        0.600000        0.600000        0.400000        8.500000        0.000001        0.000054        0.000126
      0.400000        0.600000        0.600000        0.400000        8.600000        0.000000        0.000035        0.000087
      0.400000        0.600000        0.600000        0.400000        8.700000        0.000000        0.000021        0.000058
      0.400000        0.600000        0.600000        0.400000        8.800000        0.000000        0.000012        0.000037
      0.400000        0.600000        0.600000        0.400000        8.900000        0.000000        0.000007        0.000022
      0.400000        0.600000        0.600000        0.400000        9.000000        0.000000        0.000003        0.000012
      0.400000        0.600000        0.600000        0.400000        9.100000        0.000000        0.000001        0.000006
      0.400000        0.600000        0.600000        0.400000        9.200000        0.000000        0.000000        0.000002
      0.400000        0.600000        0.600000        0.400000        9.300000        0.000000        0.000000        0.000001
      0.400000        0.600000        0.600000        0.400000        9.400000        0.000000        0.000000        0.000000
      0.400000        0.600000        0.600000        0.400000        9.500000        0.000000        0.000000        0.000000
      0.400000        0.700000        0.600000        0.300000      -10.000000       15.131018        3.640991        1.045653
      0.400000        0.700000        0.600000        0.300000       -9.900000       14.851819        3.631944        1.043162
      0.400000        0.700000        0.600000        0.300000       -9.800000       14.575408        3.622694        1.040615
      0.400000        0.700000        0.600000        0.300000       -9.700000       14.301783        3.613236        1.038011
      0.400000        0.700000        0.600000        0.300000       -9.600000       14.030945        3.603564        1.035349
      0.400000        0.700000        0.600000        0.300000       -9.500000       13.762892        3.593673        1.032625
      0.400000        0.700000        0.600000        0.300000       -9.400000       13.497625        3.583556        1.029840
      0.400000        0.700000        0.600000        0.300000       -9.300000       13.235143        3.573207        1.026990
      0.400000        0.700000        0.600000        0.300000       -9.200000       12.975444        3.562620        1.024076
      0.400000        0.700000        0.600000        0.300000       -9.100000       12.718529        3.551789        1.021094
      0.400000        0.700000        0.600000        0.300000       -9.000000       12.464397        3.540707        1.018042
      0.400000        0.700000        0.600000        0.300000       -8.900000       12.213047        3.529366        1.014920
      0.400000        0.700000        0.600000        0.300000       -8.800000       11.964478        3.517761        1.011725
      0.400000        0.700000        0.600000        0.300000       -8.700000       11.718689        3.505885        1.008455
      0.400000        0.700000        0.600000        0.300000       -8.600000       11.475681        3.493728        1.005108
      0.400000        0.700000        0.600000        0.300000       -8.500000       11.235451        3.481285        1.001682
      0.400000        0.700000        0.600000        0.300000       -8.400000       10.998000        3.468548        0.998175
      0.400000        0.700000        0.600000        0.300000       -8.300000       10.763326        3.455507        0.994585
      0.400000        0.700000        0.600000        0.300000       -8.200000       10.531427        3.442156        0.990909
      0.400000        0.700000        0.600000        0.300000       -8.100000       10.302304        3.428486        0.987145
      0.400000        0.700000        0.600000        0.300000       -8.000000       10.075956        3.414489        0.983291
      0.400000        0.700000        0.600000        0.300000       -7.900000        9.852380        3.400155        0.979345
      0.400000        0.700000        0.600000        0.300000       -7.800000        9.631576        3.385477        0.975303
      0.400000        0.700000        0.600000        0.300000       -7.700000        9.413542        3.370444        0.971164
      0.400000        0.700000        0.600000        0.300000       -7.600000        9.198278        3.355047        0.966925
      0.400000        0.700000        0.600000        0.300000       -7.500000        8.985782        3.339277        0.962583
      0.400000        0.700000        0.600000        0.300000       -7.400000        8.776053        3.323125        0.958136
      0.400000        0.700000        0.600000        0.300000       -7.300000        8.569088        3.306580        0.953581
      0.400000        0.700000        0.600000        0.300000       -7.200000        8.364887        3.289633        0.948914
      0.400000        0.700000        0.600000        0.300000       -7.100000        8.163448        3.272273        0.944134
      0.400000        0.700000        0.600000        0.300000       -7.000000        7.964769        3.254489        0.939238
      0.400000        0.700000        0.600000        0.300000       -6.900000        7.768848        3.236272        0.934222
      0.400000        0.700000        0.600000        0.300000       -6.800000        7.575683        3.217611        0.929084
      0.400000        0.700000        0.600000        0.300000       -6.700000        7.385273        3.198495        0.923821
      0.400000        0.700000        0.600000        0.300000       -6.600000        7.197615        3.178913        0.918429
      0.400000        0.700000        0.600000        0.300000       -6.500000        7.012707        3.158854        0.912906
      0.400000        0.700000        0.600000        0.300000       -6.400000        6.830546        3.138308        0.907249
      0.400000        0.700000        0.600000        0.300000       -6.300000        6.651130        3.117262        0.901454
      0.400000        0.700000        0.600000        0.300000       -6.200000        6.474457        3.095707        0.895519
      0.400000        0.700000        0.600000        0.300000       -6.100000        6.300523        3.073631        0.889440
      0.400000        0.700000        0.600000        0.300000       -6.000000        6.129325        3.051023        0.883215
      0.400000        0.700000        0.600000        0.300000       -5.900000        5.960861        3.027872        0.876840
      0.400000        0.700000        0.600000        0.300000       -5.800000        5.795127        3.004167        0.870313
      0.400000        0.700000        0.600000        0.300000       -5.700000        5.632119        2.979899        0.863631
      0.400000        0.700000        0.600000        0.300000       -5.600000        5.471835        2.955055        0.856790
      0.400000        0.700000        0.600000        0.300000       -5.500000        5.314269        2.929627        0.849788
      0.400000        0.700000        0.600000        0.300000       -5.400000        5.159418        2.903604        0.842623
      0.400000        0.700000        0.600000        0.300000       -5.300000        5.007278        2.876977        0.835291
      0.400000        0.700000        0.600000        0.300000       -5.200000        4.857843        2.849737        0.827790
      0.400000        0.700000        0.600000        0.300000       -5.100000        4.711109        2.821875        0.820118
      0.400000        0.700000        0.600000        0.300000       -5.000000        4.567071        2.793383        0.812273
      0.400000        0.700000        0.600000        0.300000       -4.900000        4.425723        2.764255        0.804252
      0.400000        0.700000        0.600000        0.300000       -4.800000        4.287059        2.734483        0.796054
      0.400000        0.700000        0.600000        0.300000       -4.700000        4.151074        2.704062        0.787677
      0.400000        0.700000        0.600000        0.300000       -4.600000        4.017760        2.672987        0.779120
      0.400000        0.700000        0.600000        0.300000       -4.500000        3.887110        2.641255        0.770382
      0.400000        0.700000        0.600000        0.300000       -4.400000        3.759118        2.608863        0.761462
      0.400000        0.700000        0.600000        0.300000       -4.300000        3.633775        2.575809        0.752360
      0.400000        0.700000        0.600000        0.300000       -4.200000        3.511073        2.542095        0.743076
      0.400000        0.700000        0.600000        0.300000       -4.100000        3.391003        2.507720        0.733610
      0.400000        0.700000        0.600000        0.300000       -4.000000        3.273557        2.472688        0.723963
      0.400000        0.700000        0.600000        0.300000       -3.900000        3.158723        2.437005        0.714137
      0.400000        0.700000        0.600000        0.300000       -3.800000        3.046492        2.400677        0.704133
      0.400000        0.700000        0.600000        0.300000       -3.700000        2.936853        2.363712        0.693953
      0.400000        0.700000        0.600000        0.300000       -3.600000        2.829793        2.326121        0.683601
      0.400000        0.700000        0.600000        0.300000       -3.500000        2.725301        2.287917        0.673081
      0.400000        0.700000        0.600000        0.300000       -3.400000        2.623363        2.249116        0.662395
      0.400000        0.700000        0.600000        0.300000       -3.300000        2.523965        2.209734        0.651550
      0.400000        0.700000        0.600000        0.300000       -3.200000        2.427092        2.169792        0.640550
      0.400000        0.700000        0.600000        0.300000       -3.100000        2.332729        2.129313        0.629403
      0.400000        0.700000        0.600000        0.300000       -3.000000        2.240859        2.088322        0.618114
      0.400000        0.700000        0.600000        0.300000       -2.900000        2.151464        2.046847        0.606692
      0.400000        0.700000        0.600000        0.300000       -2.800000        2.064527        2.004918        0.595145
      0.400000        0.700000        0.600000        0.300000       -2.700000        1.980027        1.962571        0.583482
      0.400000        0.700000        0.600000        0.300000       -2.600000        1.897943        1.919840        0.571714
      0.400000        0.700000        0.600000        0.300000       -2.500000        1.818255        1.876765        0.559850
      0.400000        0.700000        0.600000        0.300000       -2.400000        1.740940        1.833387        0.547904
      0.400000        0.700000        0.600000        0.300000       -2.300000        1.665972        1.789752        0.535886
      0.400000        0.700000        0.600000        0.300000       -2.200000        1.593327        1.745906        0.523811
      0.400000        0.700000        0.600000        0.300000       -2.100000        1.522978        1.701898        0.511690
      0.400000        0.700000        0.600000        0.300000       -2.000000        1.454898        1.657780        0.499539
      0.400000        0.700000        0.600000        0.300000       -1.900000        1.389057        1.613605        0.487372
      0.400000        0.700000        0.600000        0.300000       -1.800000        1.325425        1.569427        0.475205
      0.400000        0.700000        0.600000        0.300000       -1.700000        1.263969        1.525305        0.463053
      0.400000        0.700000        0.600000        0.300000       -1.600000        1.204656        1.481294        0.450931
      0.400000        0.700000        0.600000        0.300000       -1.500000        1.147452        1.437454        0.438856
      0.400000        0.700000        0.600000        0.300000       -1.400000        1.092322        1.393844        0.426845
      0.400000        0.700000        0.600000        0.300000       -1.300000        1.039226        1.350522        0.414912
      0.400000        0.700000        0.600000        0.300000       -1.200000        0.988128        1.307547        0.403076
      0.400000        0.700000        0.600000        0.300000       -1.100000        0.938986        1.264977        0.391350
      0.400000        0.700000        0.600000        0.300000       -1.000000        0.891760        1.222869        0.379752
      0.400000        0.700000        0.600000        0.300000       -0.900000        0.846408        1.181279        0.368296
      0.400000        0.700000        0.600000        0.300000       -0.800000        0.802886        1.140259        0.356998
      0.400000        0.700000        0.600000        0.300000       -0.700000        0.761149        1.099861        0.345870
      0.400000        0.700000        0.600000        0.300000       -0.600000        0.721152        1.060134        0.334928
      0.400000        0.700000        0.600000        0.300000       -0.500000        0.682850        1.021123        0.324182
      0.400000        0.700000        0.600000        0.300000       -0.400000        0.646194        0.982871        0.313645
      0.400000        0.700000        0.600000        0.300000       -0.300000        0.611138        0.945416        0.303328
      0.400000        0.700000        0.600000        0.300000       -0.200000        0.577632        0.908794        0.293240
      0.400000        0.700000        0.600000        0.300000       -0.100000        0.545630        0.873037        0.283383
      0.400000        0.700000        0.600000        0.300000        0.000000        0.515082        0.838173        0.273756
      0.400000        0.700000        0.600000        0.300000        0.100000        0.485941        0.804227        0.264358
      0.400000        0.700000        0.600000        0.300000        0.200000        0.458160        0.771221        0.255185
      0.400000        0.700000        0.600000        0.300000        0.300000        0.431693        0.739172        0.246236
      0.400000        0.700000        0.600000        0.300000        0.400000        0.406492        0.708096        0.237510
      0.400000        0.700000        0.600000        0.300000        0.500000        0.382513        0.678002        0.229003
      0.400000        0.700000        0.600000        0.300000        0.600000        0.359709        0.648879        0.220713
      0.400000        0.700000        0.600000        0.300000        0.700000        0.338035        0.620705        0.212636
      0.400000        0.700000        0.600000        0.300000        0.800000        0.317447        0.593460        0.204770
      0.400000        0.700000        0.600000        0.300000        0.900000        0.297901        0.567124        0.197111
      0.400000        0.700000        0.600000        0.300000        1.000000        0.279356        0.541675        0.189655
      0.400000        0.700000        0.600000        0.300000        1.100000        0.261770        0.517094        0.182401
      0.400000        0.700000        0.600000        0.300000        1.200000        0.245106        0.493361        0.175343
      0.400000        0.700000        0.600000        0.300000        1.300000        0.229324        0.470456        0.168481
      0.400000        0.700000        0.600000        0.300000        1.400000        0.214388        0.448360        0.161810
      0.400000        0.700000        0.600000        0.300000        1.500000        0.200261        0.427053        0.155327
      0.400000        0.700000        0.600000        0.300000        1.600000        0.186909        0.406516        0.149029
      0.400000        0.700000        0.600000        0.300000        1.700000        0.174299        0.386731        0.142913
      0.400000        0.700000        0.600000        0.300000        1.800000        0.162397        0.367678        0.136976
      0.400000        0.700000        0.600000        0.300000        1.900000        0.151172        0.349340        0.131215
      0.400000        0.700000        0.600000        0.300000        2.000000        0.140593        0.331699        0.125627
      0.400000        0.700000        0.600000        0.300000        2.100000        0.130631        0.314736        0.120209
      0.400000        0.700000        0.600000        0.300000        2.200000        0.121258        0.298434        0.114958
      0.400000        0.700000        0.600000        0.300000        2.300000        0.112445        0.282775        0.109871
      0.400000        0.700000        0.600000        0.300000        2.400000        0.104167        0.267743        0.104944
      0.400000        0.700000        0.600000        0.300000        2.500000        0.096396        0.253320        0.100176
      0.400000        0.700000        0.600000        0.300000        2.600000        0.089110        0.239490        0.095562
      0.400000        0.700000        0.600000        0.300000        2.700000        0.082283        0.226236        0.091100
      0.400000        0.700000        0.600000        0.300000        2.800000        0.075892        0.213542        0.086787
      0.400000        0.700000        0.600000        0.300000        2.900000        0.069916        0.201391        0.082621
      0.400000        0.700000        0.600000        0.300000        3.000000        0.064333        0.189768        0.078597
      0.400000        0.700000        0.600000        0.300000        3.100000        0.059123        0.178658        0.074714
      0.400000        0.700000        0.600000        0.300000        3.200000        0.054265        0.168045        0.070969
      0.400000        0.700000        0.600000        0.300000        3.300000        0.049741        0.157914        0.067358
      0.400000        0.700000        0.600000        0.300000        3.400000        0.045532        0.148250        0.063878
      0.400000        0.700000        0.600000        0.300000        3.500000        0.041621        0.139038        0.060528
      0.400000        0.700000        0.600000        0.300000        3.600000        0.037991        0.130264        0.057303
      0.400000        0.700000        0.600000        0.300000        3.700000        0.034626        0.121914        0.054202
      0.400000        0.700000        0.600000        0.300000        3.800000        0.031510        0.113974        0.051222
      0.400000        0.700000        0.600000        0.300000        3.900000        0.028630        0.106431        0.048359
      0.400000        0.700000        0.600000        0.300000        4.000000        0.025970        0.099269        0.045611
      0.400000        0.700000        0.600000        0.300000        4.100000        0.023517        0.092478        0.042976
      0.400000        0.700000        0.600000        0.300000        4.200000        0.021258        0.086043        0.040450
      0.400000        0.700000        0.600000        0.300000        4.300000        0.019181        0.079951        0.038031
      0.400000        0.700000        0.600000        0.300000        4.400000        0.017275        0.074190        0.035716
      0.400000        0.700000        0.600000        0.300000        4.500000        0.015527        0.068749        0.033503
      0.400000        0.700000        0.600000        0.300000        4.600000        0.013928        0.063614        0.031388
      0.400000        0.700000        0.600000        0.300000        4.700000        0.012468        0.058774        0.029370
      0.400000        0.700000        0.600000        0.300000        4.800000        0.011136        0.054217        0.027445
      0.400000        0.700000        0.600000        0.300000        4.900000        0.009923        0.049932        0.025612
      0.400000        0.700000        0.600000        0.300000        5.000000        0.008822        0.045908        0.023867
      0.400000        0.700000        0.600000        0.300000        5.100000        0.007824        0.042134        0.022208
      0.400000        0.700000        0.600000        0.300000        5.200000        0.006920        0.038599        0.020632
      0.400000        0.700000        0.600000        0.300000        5.300000        0.006105        0.035293        0.019137
      0.400000        0.700000        0.600000        0.300000        5.400000        0.005371        0.032205        0.017721
      0.400000        0.700000        0.600000        0.300000        5.500000        0.004711        0.029326        0.016381
      0.400000        0.700000        0.600000        0.300000        5.600000        0.004119        0.026646        0.015114
      0.400000        0.700000        0.600000        0.300000        5.700000        0.003590        0.024156        0.013918
      0.400000        0.700000        0.600000        0.300000        5.800000        0.003119        0.021845        0.012791
      0.400000        0.700000        0.600000        0.300000        5.900000        0.002700        0.019706        0.011731
      0.400000        0.700000        0.600000        0.300000        6.000000        0.002329        0.017729        0.010734
      0.400000        0.700000        0.600000        0.300000        6.100000        0.002000        0.015906        0.009799
      0.400000        0.700000        0.600000        0.300000        6.200000        0.001711        0.014229        0.008924
      0.400000        0.700000        0.600000        0.300000        6.300000        0.001458        0.012689        0.008105
      0.400000        0.700000        0.600000        0.300000        6.400000        0.001236        0.011278        0.007342
      0.400000        0.700000        0.600000        0.300000        6.500000        0.001043        0.009990        0.006631
      0.400000        0.700000        0.600000        0.300000        6.600000        0.000876        0.008817        0.005970
      0.400000        0.700000        0.600000        0.300000        6.700000        0.000731        0.007751        0.005358
      0.400000        0.700000        0.600000        0.300000        6.800000        0.000607        0.006785        0.004791
      0.400000        0.700000        0.600000        0.300000        6.900000        0.000501        0.005914        0.004269
      0.400000        0.700000        0.600000        0.300000        7.000000        0.000410        0.005130        0.003789
      0.400000        0.700000        0.600000        0.300000        7.100000        0.000334        0.004428        0.003348
      0.400000        0.700000        0.600000        0.300000        7.200000        0.000270        0.003801        0.002945
      0.400000        0.700000        0.600000        0.300000        7.300000        0.000216        0.003244        0.002578
      0.400000        0.700000        0.600000        0.300000        7.400000        0.000172        0.002752        0.002245
      0.400000        0.700000        0.600000        0.300000        7.500000        0.000135        0.002318        0.001944
      0.400000        0.700000        0.600000        0.300000        7.600000        0.000105        0.001938        0.001673
      0.400000        0.700000        0.600000        0.300000        7.700000        0.000081        0.001608        0.001430
      0.400000        0.700000        0.600000        0.300000        7.800000        0.000061        0.001322        0.001213
      0.400000        0.700000        0.600000        0.300000        7.900000        0.000046        0.001077        0.001021
      0.400000        0.700000        0.600000        0.300000        8.000000        0.000034        0.000868        0.000852
      0.400000        0.700000        0.600000        0.300000        8.100000        0.000025        0.000691        0.000704
      0.400000        0.700000        0.600000        0.300000        8.200000        0.000018        0.000543        0.000575
      0.400000        0.700000        0.600000        0.300000        8.300000        0.000012        0.000421        0.000464
      0.400000        0.700000        0.600000        0.300000        8.400000        0.000008        0.000321        0.000369
      0.400000        0.700000        0.600000        0.300000        8.500000        0.000006        0.000240        0.000289
      0.400000        0.700000        0.600000        0.300000        8.600000        0.000004        0.000176        0.000223
      0.400000        0.700000        0.600000        0.300000        8.700000        0.000002        0.000125        0.000168
      0.400000        0.700000        0.600000        0.300000        8.800000        0.000001        0.000087        0.000124
      0.400000        0.700000        0.600000        0.300000        8.900000        0.000001        0.000058        0.000088
      0.400000        0.700000        0.600000        0.300000        9.000000        0.000000        0.000038        0.000061
      0.400000        0.700000        0.600000        0.300000        9.100000        0.000000        0.000023        0.000040
      0.400000        0.700000        0.600000        0.300000        9.200000        0.000000        0.000013        0.000025
      0.400000        0.700000        0.600000        0.300000        9.300000        0.000000        0.000007        0.000015
      0.400000        0.700000        0.600000        0.300000        9.400000        0.000000        0.000003        0.000008
      0.400000        0.700000        0.600000        0.300000        9.500000        0.000000        0.000001        0.000004
      0.400000        0.700000        0.600000        0.300000        9.600000        0.000000        0.000000        0.000001
      0.400000        0.700000        0.600000        0.300000        9.700000        0.000000        0.000000        0.000000
      0.400000        0.700000        0.600000        0.300000        9.800000        0.000000        0.000000        0.000000
      0.400000        0.800000        0.600000        0.200000      -10.000000       12.586046        4.052638        0.679677
      0.400000        0.800000        0.600000        0.200000       -9.900000       12.357837        4.041081        0.677821
      0.400000        0.800000        0.600000        0.200000       -9.800000       12.131900        4.029282        0.675926
      0.400000        0.800000        0.600000        0.200000       -9.700000       11.908232        4.017234        0.673991
      0.400000        0.800000        0.600000        0.200000       -9.600000       11.686835        4.004931        0.672015
      0.400000        0.800000        0.600000        0.200000       -9.500000       11.467706        3.992368        0.669998
      0.400000        0.800000        0.600000        0.200000       -9.400000       11.250846        3.979538        0.667937
      0.400000        0.800000        0.600000        0.200000       -9.300000       11.036253        3.966434        0.665832
      0.400000        0.800000        0.600000        0.200000       -9.200000       10.823928        3.953050        0.663683
      0.400000        0.800000        0.600000        0.200000       -9.100000       10.613868        3.939380        0.661487
      0.400000        0.800000        0.600000        0.200000       -9.000000       10.406075        3.925415        0.659244
      0.400000        0.800000        0.600000        0.200000       -8.900000       10.200545        3.911150        0.656953
      0.400000        0.800000        0.600000        0.200000       -8.800000        9.997280        3.896576        0.654613
      0.400000        0.800000        0.600000        0.200000       -8.700000        9.796278        3.881687        0.652221
      0.400000        0.800000        0.600000        0.200000       -8.600000        9.597537        3.866475        0.649778
      0.400000        0.800000        0.600000        0.200000       -8.500000        9.401058        3.850933        0.647282
      0.400000        0.800000        0.600000        0.200000       -8.400000        9.206839        3.835052        0.644731
      0.400000        0.800000        0.600000        0.200000       -8.300000        9.014879        3.818824        0.642125
      0.400000        0.800000        0.600000        0.200000       -8.200000        8.825177        3.802243        0.639462
      0.400000        0.800000        0.600000        0.200000       -8.100000        8.637732        3.785299        0.636740
      0.400000        0.800000        0.600000        0.200000       -8.000000        8.452542        3.767984        0.633959
      0.400000        0.800000        0.600000        0.200000       -7.900000        8.269607        3.750289        0.631117
      0.400000        0.800000        0.600000        0.200000       -7.800000        8.088925        3.732207        0.628213
      0.400000        0.800000        0.600000        0.200000       -7.700000        7.910494        3.713728        0.625245
      0.400000        0.800000        0.600000        0.200000       -7.600000        7.734314        3.694844        0.622212
      0.400000        0.800000        0.600000        0.200000       -7.500000        7.560383        3.675545        0.619112
      0.400000        0.800000        0.600000        0.200000       -7.400000        7.388698        3.655823        0.615945
      0.400000        0.800000        0.600000        0.200000       -7.300000        7.219260        3.635669        0.612708
      0.400000        0.800000        0.600000        0.200000       -7.200000        7.052065        3.615074        0.609400
      0.400000        0.800000        0.600000        0.200000       -7.100000        6.887111        3.594028        0.606019
      0.400000        0.800000        0.600000        0.200000       -7.000000        6.724398        3.572522        0.602565
      0.400000        0.800000        0.600000        0.200000       -6.900000        6.563923        3.550547        0.599036
      0.400000        0.800000        0.600000        0.200000       -6.800000        6.405684        3.528094        0.595429
      0.400000        0.800000        0.600000        0.200000       -6.700000        6.249679        3.505154        0.591745
      0.400000        0.800000        0.600000        0.200000       -6.600000        6.095905        3.481718        0.587980
      0.400000        0.800000        0.600000        0.200000       -6.500000        5.944360        3.457776        0.584135
      0.400000        0.800000        0.600000        0.200000       -6.400000        5.795042        3.433320        0.580207
      0.400000        0.800000        0.600000        0.200000       -6.300000        5.647947        3.408341        0.576194
      0.400000        0.800000        0.600000        0.200000       -6.200000        5.503073        3.382830        0.572097
      0.400000        0.800000        0.600000        0.200000       -6.100000        5.360416        3.356778        0.567912
      0.400000        0.800000        0.600000        0.200000       -6.000000        5.219975        3.330179        0.563640
      0.400000        0.800000        0.600000        0.200000       -5.900000        5.081745        3.303023        0.559278
      0.400000        0.800000        0.600000        0.200000       -5.800000        4.945723        3.275303        0.554826
      0.400000        0.800000        0.600000        0.200000       -5.700000        4.811905        3.247012        0.550281
      0.400000        0.800000        0.600000        0.200000       -5.600000        4.680288        3.218143        0.545644
      0.400000        0.800000        0.600000        0.200000       -5.500000        4.550867        3.188690        0.540913
      0.400000        0.800000        0.600000        0.200000       -5.400000        4.423639        3.158647        0.536087
      0.400000        0.800000        0.600000        0.200000       -5.300000        4.298598        3.128008        0.531166
      0.400000        0.800000        0.600000        0.200000       -5.200000        4.175740        3.096770        0.526148
      0.400000        0.800000        0.600000        0.200000       -5.100000        4.055060        3.064927        0.521033
      0.400000        0.800000        0.600000        0.200000       -5.000000        3.936552        3.032477        0.515821
      0.400000        0.800000        0.600000        0.200000       -4.900000        3.820212        2.999418        0.510510
      0.400000        0.800000        0.600000        0.200000       -4.800000        3.706034        2.965749        0.505102
      0.400000        0.800000        0.600000        0.200000       -4.700000        3.594010        2.931468        0.499595
      0.400000        0.800000        0.600000        0.200000       -4.600000        3.484136        2.896577        0.493991
      0.400000        0.800000        0.600000        0.200000       -4.500000        3.376403        2.861077        0.488288
      0.400000        0.800000        0.600000        0.200000       -4.400000        3.270806        2.824972        0.482488
      0.400000        0.800000        0.600000        0.200000       -4.300000        3.167335        2.788266        0.476592
      0.400000        0.800000        0.600000        0.200000       -4.200000        3.065984        2.750964        0.470600
      0.400000        0.800000        0.600000        0.200000       -4.100000        2.966744        2.713074        0.464513
      0.400000        0.800000        0.600000        0.200000       -4.000000        2.869606        2.674604        0.458333
      0.400000        0.800000        0.600000        0.200000       -3.900000        2.774561        2.635565        0.452062
      0.400000        0.800000        0.600000        0.200000       -3.800000        2.681599        2.595969        0.445701
      0.400000        0.800000        0.600000        0.200000       -3.700000        2.590710        2.555830        0.439253
      0.400000        0.800000        0.600000        0.200000       -3.600000        2.501882        2.515163        0.432720
      0.400000        0.800000        0.600000        0.200000       -3.500000        2.415106        2.473987        0.426106
      0.400000        0.800000        0.600000        0.200000       -3.400000        2.330367        2.432319        0.419412
      0.400000        0.800000        0.600000        0.200000       -3.300000        2.247655        2.390183        0.412643
      0.400000        0.800000        0.600000        0.200000       -3.200000        2.166956        2.347601        0.405802
      0.400000        0.800000        0.600000        0.200000       -3.100000        2.088256        2.304599        0.398894
      0.400000        0.800000        0.600000        0.200000       -3.000000        2.011540        2.261204        0.391922
      0.400000        0.800000        0.600000        0.200000       -2.900000        1.936793        2.217447        0.384893
      0.400000        0.800000        0.600000        0.200000       -2.800000        1.864000        2.173358        0.377810
      0.400000        0.800000        0.600000        0.200000       -2.700000        1.793143        2.128972        0.370679
      0.400000        0.800000        0.600000        0.200000       -2.600000        1.724204        2.084325        0.363506
