    pL,                   dL,                      pR,              dR,                     du,                     PI,                DIL,          DIR
      0.300000        0.100000        0.700000        0.900000       -0.200000        0.425160        0.128124        0.667331
      0.300000        0.100000        0.700000        0.900000       -0.100000        0.405884        0.124000        0.649012
      0.300000        0.100000        0.700000        0.900000        0.000000        0.387332        0.119963        0.631051
      0.300000        0.100000        0.700000        0.900000        0.100000        0.369487        0.116015        0.613446
      0.300000        0.100000        0.700000        0.900000        0.200000        0.352329        0.112156        0.596195
      0.300000        0.100000        0.700000        0.900000        0.300000        0.335839        0.108390        0.579296
      0.300000        0.100000        0.700000        0.900000        0.400000        0.319999        0.104717        0.562748
      0.300000        0.100000        0.700000        0.900000        0.500000        0.304790        0.101138        0.546547
      0.300000        0.100000        0.700000        0.900000        0.600000        0.290193        0.097654        0.530691
      0.300000        0.100000        0.700000        0.900000        0.700000        0.276188        0.094264        0.515175
      0.300000        0.100000        0.700000        0.900000        0.800000        0.262756        0.090966        0.499996
      0.300000        0.100000        0.700000        0.900000        0.900000        0.249878        0.087759        0.485148
      0.300000        0.100000        0.700000        0.900000        1.000000        0.237535        0.084640        0.470627
      0.300000        0.100000        0.700000        0.900000        1.100000        0.225709        0.081608        0.456427
      0.300000        0.100000        0.700000        0.900000        1.200000        0.214382        0.078661        0.442546
      0.300000        0.100000        0.700000        0.900000        1.300000        0.203537        0.075798        0.428977
      0.300000        0.100000        0.700000        0.900000        1.400000        0.193157        0.073017        0.415717
      0.300000        0.100000        0.700000        0.900000        1.500000        0.183227        0.070315        0.402760
      0.300000        0.100000        0.700000        0.900000        1.600000        0.173729        0.067692        0.390103
      0.300000        0.100000        0.700000        0.900000        1.700000        0.164649        0.065145        0.377741
      0.300000        0.100000        0.700000        0.900000        1.800000        0.155972        0.062674        0.365670
      0.300000        0.100000        0.700000        0.900000        1.900000        0.147682        0.060277        0.353885
      0.300000        0.100000        0.700000        0.900000        2.000000        0.139767        0.057951        0.342382
      0.300000        0.100000        0.700000        0.900000        2.100000        0.132212        0.055696        0.331156
      0.300000        0.100000        0.700000        0.900000        2.200000        0.125003        0.053509        0.320203
      0.300000        0.100000        0.700000        0.900000        2.300000        0.118128        0.051390        0.309520
      0.300000        0.100000        0.700000        0.900000        2.400000        0.111574        0.049337        0.299101
      0.300000        0.100000        0.700000        0.900000        2.500000        0.105329        0.047348        0.288942
      0.300000        0.100000        0.700000        0.900000        2.600000        0.099380        0.045423        0.279040
      0.300000        0.100000        0.700000        0.900000        2.700000        0.093717        0.043558        0.269390
      0.300000        0.100000        0.700000        0.900000        2.800000        0.088329        0.041754        0.259987
      0.300000        0.100000        0.700000        0.900000        2.900000        0.083203        0.040009        0.250829
      0.300000        0.100000        0.700000        0.900000        3.000000        0.078330        0.038321        0.241910
      0.300000        0.100000        0.700000        0.900000        3.100000        0.073700        0.036689        0.233228
      0.300000        0.100000        0.700000        0.900000        3.200000        0.069302        0.035111        0.224776
      0.300000        0.100000        0.700000        0.900000        3.300000        0.065127        0.033587        0.216553
      0.300000        0.100000        0.700000        0.900000        3.400000        0.061166        0.032115        0.208553
      0.300000        0.100000        0.700000        0.900000        3.500000        0.057410        0.030694        0.200773
      0.300000        0.100000        0.700000        0.900000        3.600000        0.053850        0.029322        0.193210
      0.300000        0.100000        0.700000        0.900000        3.700000        0.050478        0.027998        0.185858
      0.300000        0.100000        0.700000        0.900000        3.800000        0.047285        0.026721        0.178714
      0.300000        0.100000        0.700000        0.900000        3.900000        0.044264        0.025491        0.171775
      0.300000        0.100000        0.700000        0.900000        4.000000        0.041408        0.024304        0.165036
      0.300000        0.100000        0.700000        0.900000        4.100000        0.038708        0.023162        0.158495
      0.300000        0.100000        0.700000        0.900000        4.200000        0.036158        0.022061        0.152146
      0.300000        0.100000        0.700000        0.900000        4.300000        0.033751        0.021002        0.145987
      0.300000        0.100000        0.700000        0.900000        4.400000        0.031481        0.019983        0.140014
      0.300000        0.100000        0.700000        0.900000        4.500000        0.029340        0.019003        0.134223
      0.300000        0.100000        0.700000        0.900000        4.600000        0.027324        0.018060        0.128610
      0.300000        0.100000        0.700000        0.900000        4.700000        0.025425        0.017155        0.123173
      0.300000        0.100000        0.700000        0.900000        4.800000        0.023639        0.016285        0.117907
      0.300000        0.100000        0.700000        0.900000        4.900000        0.021960        0.015450        0.112809
      0.300000        0.100000        0.700000        0.900000        5.000000        0.020382        0.014649        0.107875
      0.300000        0.100000        0.700000        0.900000        5.100000        0.018901        0.013881        0.103102
      0.300000        0.100000        0.700000        0.900000        5.200000        0.017512        0.013144        0.098487
      0.300000        0.100000        0.700000        0.900000        5.300000        0.016210        0.012438        0.094027
      0.300000        0.100000        0.700000        0.900000        5.400000        0.014991        0.011762        0.089717
      0.300000        0.100000        0.700000        0.900000        5.500000        0.013849        0.011116        0.085555
      0.300000        0.100000        0.700000        0.900000        5.600000        0.012782        0.010497        0.081537
      0.300000        0.100000        0.700000        0.900000        5.700000        0.011785        0.009905        0.077660
      0.300000        0.100000        0.700000        0.900000        5.800000        0.010855        0.009340        0.073921
      0.300000        0.100000        0.700000        0.900000        5.900000        0.009987        0.008800        0.070317
      0.300000        0.100000        0.700000        0.900000        6.000000        0.009178        0.008285        0.066844
      0.300000        0.100000        0.700000        0.900000        6.100000        0.008425        0.007794        0.063499
      0.300000        0.100000        0.700000        0.900000        6.200000        0.007725        0.007326        0.060280
      0.300000        0.100000        0.700000        0.900000        6.300000        0.007075        0.006880        0.057183
      0.300000        0.100000        0.700000        0.900000        6.400000        0.006472        0.006455        0.054205
      0.300000        0.100000        0.700000        0.900000        6.500000        0.005912        0.006052        0.051343
      0.300000        0.100000        0.700000        0.900000        6.600000        0.005394        0.005668        0.048595
      0.300000        0.100000        0.700000        0.900000        6.700000        0.004915        0.005304        0.045957
      0.300000        0.100000        0.700000        0.900000        6.800000        0.004472        0.004958        0.043426
      0.300000        0.100000        0.700000        0.900000        6.900000        0.004063        0.004630        0.041000
      0.300000        0.100000        0.700000        0.900000        7.000000        0.003687        0.004319        0.038675
      0.300000        0.100000        0.700000        0.900000        7.100000        0.003340        0.004024        0.036449
      0.300000        0.100000        0.700000        0.900000        7.200000        0.003021        0.003746        0.034320
      0.300000        0.100000        0.700000        0.900000        7.300000        0.002728        0.003483        0.032284
      0.300000        0.100000        0.700000        0.900000        7.400000        0.002460        0.003235        0.030339
      0.300000        0.100000        0.700000        0.900000        7.500000        0.002214        0.003000        0.028482
      0.300000        0.100000        0.700000        0.900000        7.600000        0.001989        0.002779        0.026710
      0.300000        0.100000        0.700000        0.900000        7.700000        0.001784        0.002571        0.025021
      0.300000        0.100000        0.700000        0.900000        7.800000        0.001597        0.002376        0.023413
      0.300000        0.100000        0.700000        0.900000        7.900000        0.001427        0.002192        0.021883
      0.300000        0.100000        0.700000        0.900000        8.000000        0.001272        0.002020        0.020427
      0.300000        0.100000        0.700000        0.900000        8.100000        0.001132        0.001858        0.019045
      0.300000        0.100000        0.700000        0.900000        8.200000        0.001005        0.001707        0.017734
      0.300000        0.100000        0.700000        0.900000        8.300000        0.000890        0.001565        0.016490
      0.300000        0.100000        0.700000        0.900000        8.400000        0.000787        0.001433        0.015312
      0.300000        0.100000        0.700000        0.900000        8.500000        0.000694        0.001310        0.014198
      0.300000        0.100000        0.700000        0.900000        8.600000        0.000610        0.001195        0.013145
      0.300000        0.100000        0.700000        0.900000        8.700000        0.000535        0.001088        0.012151
      0.300000        0.100000        0.700000        0.900000        8.800000        0.000468        0.000989        0.011214
      0.300000        0.100000        0.700000        0.900000        8.900000        0.000408        0.000897        0.010332
      0.300000        0.100000        0.700000        0.900000        9.000000        0.000355        0.000812        0.009502
      0.300000        0.100000        0.700000        0.900000        9.100000        0.000308        0.000733        0.008722
      0.300000        0.100000        0.700000        0.900000        9.200000        0.000266        0.000661        0.007991
      0.300000        0.100000        0.700000        0.900000        9.300000        0.000229        0.000594        0.007307
      0.300000        0.100000        0.700000        0.900000        9.400000        0.000197        0.000532        0.006667
      0.300000        0.100000        0.700000        0.900000        9.500000        0.000168        0.000476        0.006070
      0.300000        0.100000        0.700000        0.900000        9.600000        0.000143        0.000425        0.005513
      0.300000        0.100000        0.700000        0.900000        9.700000        0.000122        0.000378        0.004995
      0.300000        0.100000        0.700000        0.900000        9.800000        0.000103        0.000335        0.004514
      0.300000        0.100000        0.700000        0.900000        9.900000        0.000086        0.000296        0.004069
      0.300000        0.100000        0.700000        0.900000       10.000000        0.000072        0.000260        0.003657
      0.300000        0.200000        0.700000        0.800000      -10.000000       11.965827        1.047448        2.630334
      0.300000        0.200000        0.700000        0.800000       -9.900000       11.745665        1.044969        2.621729
      0.300000        0.200000        0.700000        0.800000       -9.800000       11.527699        1.042433        2.612949
      0.300000        0.200000        0.700000        0.800000       -9.700000       11.311930        1.039841        2.603991
      0.300000        0.200000        0.700000        0.800000       -9.600000       11.098356        1.037189        2.594850
      0.300000        0.200000        0.700000        0.800000       -9.500000       10.886977        1.034476        2.585522
      0.300000        0.200000        0.700000        0.800000       -9.400000       10.677793        1.031701        2.576003
      0.300000        0.200000        0.700000        0.800000       -9.300000       10.470803        1.028862        2.566288
      0.300000        0.200000        0.700000        0.800000       -9.200000       10.266007        1.025957        2.556373
      0.300000        0.200000        0.700000        0.800000       -9.100000       10.063404        1.022985        2.546254
      0.300000        0.200000        0.700000        0.800000       -9.000000        9.862994        1.019943        2.535926
      0.300000        0.200000        0.700000        0.800000       -8.900000        9.664775        1.016830        2.525384
      0.300000        0.200000        0.700000        0.800000       -8.800000        9.468748        1.013644        2.514623
      0.300000        0.200000        0.700000        0.800000       -8.700000        9.274911        1.010382        2.503639
      0.300000        0.200000        0.700000        0.800000       -8.600000        9.083265        1.007043        2.492427
      0.300000        0.200000        0.700000        0.800000       -8.500000        8.893808        1.003625        2.480982
      0.300000        0.200000        0.700000        0.800000       -8.400000        8.706539        1.000124        2.469298
      0.300000        0.200000        0.700000        0.800000       -8.300000        8.521458        0.996540        2.457371
      0.300000        0.200000        0.700000        0.800000       -8.200000        8.338564        0.992870        2.445196
      0.300000        0.200000        0.700000        0.800000       -8.100000        8.157856        0.989111        2.432767
      0.300000        0.200000        0.700000        0.800000       -8.000000        7.979334        0.985261        2.420079
      0.300000        0.200000        0.700000        0.800000       -7.900000        7.802995        0.981318        2.407127
      0.300000        0.200000        0.700000        0.800000       -7.800000        7.628840        0.977279        2.393905
      0.300000        0.200000        0.700000        0.800000       -7.700000        7.456867        0.973141        2.380408
      0.300000        0.200000        0.700000        0.800000       -7.600000        7.287075        0.968903        2.366631
      0.300000        0.200000        0.700000        0.800000       -7.500000        7.119463        0.964560        2.352568
      0.300000        0.200000        0.700000        0.800000       -7.400000        6.954030        0.960110        2.338214
      0.300000        0.200000        0.700000        0.800000       -7.300000        6.790774        0.955552        2.323563
      0.300000        0.200000        0.700000        0.800000       -7.200000        6.629694        0.950881        2.308611
      0.300000        0.200000        0.700000        0.800000       -7.100000        6.470790        0.946094        2.293351
      0.300000        0.200000        0.700000        0.800000       -7.000000        6.314058        0.941190        2.277778
      0.300000        0.200000        0.700000        0.800000       -6.900000        6.159498        0.936164        2.261888
      0.300000        0.200000        0.700000        0.800000       -6.800000        6.007108        0.931014        2.245674
      0.300000        0.200000        0.700000        0.800000       -6.700000        5.856887        0.925737        2.229133
      0.300000        0.200000        0.700000        0.800000       -6.600000        5.708832        0.920329        2.212259
      0.300000        0.200000        0.700000        0.800000       -6.500000        5.562942        0.914788        2.195046
      0.300000        0.200000        0.700000        0.800000       -6.400000        5.419214        0.909110        2.177492
      0.300000        0.200000        0.700000        0.800000       -6.300000        5.277647        0.903291        2.159590
      0.300000        0.200000        0.700000        0.800000       -6.200000        5.138239        0.897330        2.141338
      0.300000        0.200000        0.700000        0.800000       -6.100000        5.000986        0.891221        2.122730
      0.300000        0.200000        0.700000        0.800000       -6.000000        4.865886        0.884963        2.103763
      0.300000        0.200000        0.700000        0.800000       -5.900000        4.732938        0.878552        2.084434
      0.300000        0.200000        0.700000        0.800000       -5.800000        4.602137        0.871985        2.064740
      0.300000        0.200000        0.700000        0.800000       -5.700000        4.473482        0.865258        2.044677
      0.300000        0.200000        0.700000        0.800000       -5.600000        4.346969        0.858368        2.024244
      0.300000        0.200000        0.700000        0.800000       -5.500000        4.222594        0.851313        2.003439
      0.300000        0.200000        0.700000        0.800000       -5.400000        4.100355        0.844089        1.982260
      0.300000        0.200000        0.700000        0.800000       -5.300000        3.980247        0.836694        1.960707
      0.300000        0.200000        0.700000        0.800000       -5.200000        3.862268        0.829124        1.938778
      0.300000        0.200000        0.700000        0.800000       -5.100000        3.746412        0.821377        1.916475
      0.300000        0.200000        0.700000        0.800000       -5.000000        3.632675        0.813450        1.893799
      0.300000        0.200000        0.700000        0.800000       -4.900000        3.521054        0.805341        1.870750
      0.300000        0.200000        0.700000        0.800000       -4.800000        3.411542        0.797048        1.847332
      0.300000        0.200000        0.700000        0.800000       -4.700000        3.304135        0.788569        1.823548
      0.300000        0.200000        0.700000        0.800000       -4.600000        3.198828        0.779902        1.799402
      0.300000        0.200000        0.700000        0.800000       -4.500000        3.095615        0.771045        1.774898
      0.300000        0.200000        0.700000        0.800000       -4.400000        2.994489        0.761997        1.750044
      0.300000        0.200000        0.700000        0.800000       -4.300000        2.895445        0.752758        1.724845
      0.300000        0.200000        0.700000        0.800000       -4.200000        2.798475        0.743327        1.699311
      0.300000        0.200000        0.700000        0.800000       -4.100000        2.703573        0.733704        1.673449
      0.300000        0.200000        0.700000        0.800000       -4.000000        2.610731        0.723888        1.647270
      0.300000        0.200000        0.700000        0.800000       -3.900000        2.519940        0.713882        1.620787
      0.300000        0.200000        0.700000        0.800000       -3.800000        2.431193        0.703686        1.594010
      0.300000        0.200000        0.700000        0.800000       -3.700000        2.344480        0.693302        1.566955
      0.300000        0.200000        0.700000        0.800000       -3.600000        2.259792        0.682732        1.539636
      0.300000        0.200000        0.700000        0.800000       -3.500000        2.177118        0.671979        1.512071
      0.300000        0.200000        0.700000        0.800000       -3.400000        2.096449        0.661048        1.484276
      0.300000        0.200000        0.700000        0.800000       -3.300000        2.017772        0.649941        1.456270
      0.300000        0.200000        0.700000        0.800000       -3.200000        1.941076        0.638664        1.428075
      0.300000        0.200000        0.700000        0.800000       -3.100000        1.866349        0.627223        1.399712
      0.300000        0.200000        0.700000        0.800000       -3.000000        1.793576        0.615624        1.371204
      0.300000        0.200000        0.700000        0.800000       -2.900000        1.722745        0.603874        1.342576
      0.300000        0.200000        0.700000        0.800000       -2.800000        1.653840        0.591981        1.313851
      0.300000        0.200000        0.700000        0.800000       -2.700000        1.586846        0.579954        1.285058
      0.300000        0.200000        0.700000        0.800000       -2.600000        1.521747        0.567803        1.256224
      0.300000        0.200000        0.700000        0.800000       -2.500000        1.458525        0.555537        1.227378
      0.300000        0.200000        0.700000        0.800000       -2.400000        1.397163        0.543168        1.198548
      0.300000        0.200000        0.700000        0.800000       -2.300000        1.337640        0.530707        1.169766
      0.300000        0.200000        0.700000        0.800000       -2.200000        1.279938        0.518168        1.141063
      0.300000        0.200000        0.700000        0.800000       -2.100000        1.224036        0.505564        1.112469
      0.300000        0.200000        0.700000        0.800000       -2.000000        1.169912        0.492908        1.084017
      0.300000        0.200000        0.700000        0.800000       -1.900000        1.117542        0.480216        1.055739
      0.300000        0.200000        0.700000        0.800000       -1.800000        1.066904        0.467502        1.027667
      0.300000        0.200000        0.700000        0.800000       -1.700000        1.017972        0.454783        0.999834
      0.300000        0.200000        0.700000        0.800000       -1.600000        0.970720        0.442074        0.972271
      0.300000        0.200000        0.700000        0.800000       -1.500000        0.925123        0.429392        0.945009
      0.300000        0.200000        0.700000        0.800000       -1.400000        0.881151        0.416754        0.918080
      0.300000        0.200000        0.700000        0.800000       -1.300000        0.838776        0.404177        0.891512
      0.300000        0.200000        0.700000        0.800000       -1.200000        0.797969        0.391676        0.865336
      0.300000        0.200000        0.700000        0.800000       -1.100000        0.758699        0.379270        0.839579
      0.300000        0.200000        0.700000        0.800000       -1.000000        0.720934        0.366975        0.814267
      0.300000        0.200000        0.700000        0.800000       -0.900000        0.684642        0.354808        0.789424
      0.300000        0.200000        0.700000        0.800000       -0.800000        0.649789        0.342783        0.765065
      0.300000        0.200000        0.700000        0.800000       -0.700000        0.616342        0.330918        0.741192
      0.300000        0.200000        0.700000        0.800000       -0.600000        0.584267        0.319226        0.717807
      0.300000        0.200000        0.700000        0.800000       -0.500000        0.553530        0.307723        0.694909
      0.300000        0.200000        0.700000        0.800000       -0.400000        0.524095        0.296423        0.672500
      0.300000        0.200000        0.700000        0.800000       -0.300000        0.495929        0.285337        0.650580
      0.300000        0.200000        0.700000        0.800000       -0.200000        0.468994        0.274480        0.629148
      0.300000        0.200000        0.700000        0.800000       -0.100000        0.443257        0.263861        0.608203
      0.300000        0.200000        0.700000        0.800000        0.000000        0.418681        0.253492        0.587744
      0.300000        0.200000        0.700000        0.800000        0.100000        0.395231        0.243381        0.567769
      0.300000        0.200000        0.700000        0.800000        0.200000        0.372871        0.233537        0.548276
      0.300000        0.200000        0.700000        0.800000        0.300000        0.351566        0.223967        0.529262
      0.300000        0.200000        0.700000        0.800000        0.400000        0.331279        0.214676        0.510724
      0.300000        0.200000        0.700000        0.800000        0.500000        0.311974        0.205670        0.492657
      0.300000        0.200000        0.700000        0.800000        0.600000        0.293618        0.196952        0.475057
      0.300000        0.200000        0.700000        0.800000        0.700000        0.276173        0.188521        0.457919
      0.300000        0.200000        0.700000        0.800000        0.800000        0.259603        0.180370        0.441234
      0.300000        0.200000        0.700000        0.800000        0.900000        0.243873        0.172494        0.424996
      0.300000        0.200000        0.700000        0.800000        1.000000        0.228948        0.164886        0.409196
      0.300000        0.200000        0.700000        0.800000        1.100000        0.214794        0.157539        0.393827
      0.300000        0.200000        0.700000        0.800000        1.200000        0.201379        0.150446        0.378882
      0.300000        0.200000        0.700000        0.800000        1.300000        0.188672        0.143603        0.364354
      0.300000        0.200000        0.700000        0.800000        1.400000        0.176643        0.137002        0.350236
      0.300000        0.200000        0.700000        0.800000        1.500000        0.165262        0.130637        0.336519
      0.300000        0.200000        0.700000        0.800000        1.600000        0.154500        0.124503        0.323197
      0.300000        0.200000        0.700000        0.800000        1.700000        0.144332        0.118593        0.310263
      0.300000        0.200000        0.700000        0.800000        1.800000        0.134729        0.112902        0.297710
      0.300000        0.200000        0.700000        0.800000        1.900000        0.125666        0.107424        0.285530
      0.300000        0.200000        0.700000        0.800000        2.000000        0.117119        0.102153        0.273717
      0.300000        0.200000        0.700000        0.800000        2.100000        0.109064        0.097084        0.262264
      0.300000        0.200000        0.700000        0.800000        2.200000        0.101478        0.092211        0.251163
      0.300000        0.200000        0.700000        0.800000        2.300000        0.094339        0.087529        0.240408
      0.300000        0.200000        0.700000        0.800000        2.400000        0.087624        0.083032        0.229993
      0.300000        0.200000        0.700000        0.800000        2.500000        0.081315        0.078716        0.219910
      0.300000        0.200000        0.700000        0.800000        2.600000        0.075390        0.074575        0.210153
      0.300000        0.200000        0.700000        0.800000        2.700000        0.069831        0.070605        0.200714
      0.300000        0.200000        0.700000        0.800000        2.800000        0.064619        0.066799        0.191589
      0.300000        0.200000        0.700000        0.800000        2.900000        0.059736        0.063154        0.182769
      0.300000        0.200000        0.700000        0.800000        3.000000        0.055167        0.059664        0.174249
      0.300000        0.200000        0.700000        0.800000        3.100000        0.050894        0.056325        0.166022
      0.300000        0.200000        0.700000        0.800000        3.200000        0.046901        0.053132        0.158082
      0.300000        0.200000        0.700000        0.800000        3.300000        0.043174        0.050081        0.150422
      0.300000        0.200000        0.700000        0.800000        3.400000        0.039699        0.047167        0.143036
      0.300000        0.200000        0.700000        0.800000        3.500000        0.036460        0.044386        0.135918
      0.300000        0.200000        0.700000        0.800000        3.600000        0.033446        0.041733        0.129062
      0.300000        0.200000        0.700000        0.800000        3.700000        0.030644        0.039204        0.122462
      0.300000        0.200000        0.700000        0.800000        3.800000        0.028041        0.036796        0.116111
      0.300000        0.200000        0.700000        0.800000        3.900000        0.025626        0.034503        0.110004
      0.300000        0.200000        0.700000        0.800000        4.000000        0.023387        0.032322        0.104135
      0.300000        0.200000        0.700000        0.800000        4.100000        0.021315        0.030250        0.098498
      0.300000        0.200000        0.700000        0.800000        4.200000        0.019399        0.028281        0.093086
      0.300000        0.200000        0.700000        0.800000        4.300000        0.017629        0.026414        0.087895
      0.300000        0.200000        0.700000        0.800000        4.400000        0.015997        0.024643        0.082919
      0.300000        0.200000        0.700000        0.800000        4.500000        0.014493        0.022965        0.078151
      0.300000        0.200000        0.700000        0.800000        4.600000        0.013110        0.021377        0.073587
      0.300000        0.200000        0.700000        0.800000        4.700000        0.011839        0.019875        0.069220
      0.300000        0.200000        0.700000        0.800000        4.800000        0.010673        0.018457        0.065046
      0.300000        0.200000        0.700000        0.800000        4.900000        0.009605        0.017117        0.061059
      0.300000        0.200000        0.700000        0.800000        5.000000        0.008628        0.015855        0.057254
      0.300000        0.200000        0.700000        0.800000        5.100000        0.007736        0.014665        0.053624
      0.300000        0.200000        0.700000        0.800000        5.200000        0.006922        0.013546        0.050166
      0.300000        0.200000        0.700000        0.800000        5.300000        0.006181        0.012495        0.046874
      0.300000        0.200000        0.700000        0.800000        5.400000        0.005509        0.011507        0.043743
      0.300000        0.200000        0.700000        0.800000        5.500000        0.004898        0.010581        0.040767
      0.300000        0.200000        0.700000        0.800000        5.600000        0.004346        0.009714        0.037942
      0.300000        0.200000        0.700000        0.800000        5.700000        0.003846        0.008903        0.035264
      0.300000        0.200000        0.700000        0.800000        5.800000        0.003396        0.008146        0.032726
      0.300000        0.200000        0.700000        0.800000        5.900000        0.002991        0.007439        0.030325
      0.300000        0.200000        0.700000        0.800000        6.000000        0.002627        0.006781        0.028055
      0.300000        0.200000        0.700000        0.800000        6.100000        0.002301        0.006169        0.025912
      0.300000        0.200000        0.700000        0.800000        6.200000        0.002010        0.005600        0.023892
      0.300000        0.200000        0.700000        0.800000        6.300000        0.001750        0.005073        0.021989
      0.300000        0.200000        0.700000        0.800000        6.400000        0.001519        0.004586        0.020200
      0.300000        0.200000        0.700000        0.800000        6.500000        0.001315        0.004135        0.018520
      0.300000        0.200000        0.700000        0.800000        6.600000        0.001134        0.003720        0.016945
      0.300000        0.200000        0.700000        0.800000        6.700000        0.000974        0.003338        0.015470
      0.300000        0.200000        0.700000        0.800000        6.800000        0.000834        0.002987        0.014092
      0.300000        0.200000        0.700000        0.800000        6.900000        0.000711        0.002665        0.012806
      0.300000        0.200000        0.700000        0.800000        7.000000        0.000603        0.002371        0.011608
      0.300000        0.200000        0.700000        0.800000        7.100000        0.000510        0.002103        0.010495
      0.300000        0.200000        0.700000        0.800000        7.200000        0.000429        0.001859        0.009462
      0.300000        0.200000        0.700000        0.800000        7.300000        0.000359        0.001637        0.008505
      0.300000        0.200000        0.700000        0.800000        7.400000        0.000299        0.001437        0.007622
      0.300000        0.200000        0.700000        0.800000        7.500000        0.000248        0.001256        0.006808
      0.300000        0.200000        0.700000        0.800000        7.600000        0.000204        0.001093        0.006060
      0.300000        0.200000        0.700000        0.800000        7.700000        0.000167        0.000948        0.005374
      0.300000        0.200000        0.700000        0.800000        7.800000        0.000136        0.000818        0.004747
      0.300000        0.200000        0.700000        0.800000        7.900000        0.000110        0.000702        0.004176
      0.300000        0.200000        0.700000        0.800000        8.000000        0.000088        0.000599        0.003656
      0.300000        0.200000        0.700000        0.800000        8.100000        0.000070        0.000509        0.003186
      0.300000        0.200000        0.700000        0.800000        8.200000        0.000055        0.000429        0.002762
      0.300000        0.200000        0.700000        0.800000        8.300000        0.000043        0.000360        0.002381
      0.300000        0.200000        0.700000        0.800000        8.400000        0.000033        0.000299        0.002041
      0.300000        0.200000        0.700000        0.800000        8.500000        0.000025        0.000247        0.001737
      0.300000        0.200000        0.700000        0.800000        8.600000        0.000019        0.000202        0.001469
      0.300000        0.200000        0.700000        0.800000        8.700000        0.000014        0.000164        0.001232
      0.300000        0.200000        0.700000        0.800000        8.800000        0.000011        0.000132        0.001025
      0.300000        0.200000        0.700000        0.800000        8.900000        0.000008        0.000105        0.000844
      0.300000        0.200000        0.700000        0.800000        9.000000        0.000005        0.000082        0.000689
      0.300000        0.200000        0.700000        0.800000        9.100000        0.000004        0.000063        0.000555
      0.300000        0.200000        0.700000        0.800000        9.200000        0.000003        0.000048        0.000442
      0.300000        0.200000        0.700000        0.800000        9.300000        0.000002        0.000036        0.000347
      0.300000        0.200000        0.700000        0.800000        9.400000        0.000001        0.000027        0.000268
      0.300000        0.200000        0.700000        0.800000        9.500000        0.000001        0.000019        0.000203
      0.300000        0.200000        0.700000        0.800000        9.600000        0.000000        0.000013        0.000150
      0.300000        0.200000        0.700000        0.800000        9.700000        0.000000        0.000009        0.000109
      0.300000        0.200000        0.700000        0.800000        9.800000        0.000000        0.000006        0.000076
      0.300000        0.200000        0.700000        0.800000        9.900000        0.000000        0.000004        0.000052
      0.300000        0.200000        0.700000        0.800000       10.000000        0.000000        0.000002        0.000034
      0.300000        0.300000        0.700000        0.700000      -10.000000       14.683063        1.608895        2.378855
      0.300000        0.300000        0.700000        0.700000       -9.900000       14.410026        1.605676        2.372189
      0.300000        0.300000        0.700000        0.700000       -9.800000       14.139718        1.602380        2.365379
      0.300000        0.300000        0.700000        0.700000       -9.700000       13.872139        1.599006        2.358420
      0.300000        0.300000        0.700000        0.700000       -9.600000       13.607287        1.595551        2.351308
      0.300000        0.300000        0.700000        0.700000       -9.500000       13.345163        1.592013        2.344040
      0.300000        0.300000        0.700000        0.700000       -9.400000       13.085766        1.588388        2.336612
      0.300000        0.300000        0.700000        0.700000       -9.300000       12.829096        1.584676        2.329018
      0.300000        0.300000        0.700000        0.700000       -9.200000       12.575152        1.580872        2.321256
      0.300000        0.300000        0.700000        0.700000       -9.100000       12.323934        1.576974        2.313321
      0.300000        0.300000        0.700000        0.700000       -9.000000       12.075440        1.572980        2.305208
      0.300000        0.300000        0.700000        0.700000       -8.900000       11.829671        1.568887        2.296913
      0.300000        0.300000        0.700000        0.700000       -8.800000       11.586626        1.564691        2.288431
      0.300000        0.300000        0.700000        0.700000       -8.700000       11.346304        1.560389        2.279757
      0.300000        0.300000        0.700000        0.700000       -8.600000       11.108705        1.555979        2.270887
      0.300000        0.300000        0.700000        0.700000       -8.500000       10.873827        1.551456        2.261816
      0.300000        0.300000        0.700000        0.700000       -8.400000       10.641671        1.546819        2.252538
      0.300000        0.300000        0.700000        0.700000       -8.300000       10.412235        1.542062        2.243049
      0.300000        0.300000        0.700000        0.700000       -8.200000       10.185518        1.537183        2.233342
      0.300000        0.300000        0.700000        0.700000       -8.100000        9.961520        1.532177        2.223413
      0.300000        0.300000        0.700000        0.700000       -8.000000        9.740240        1.527042        2.213257
      0.300000        0.300000        0.700000        0.700000       -7.900000        9.521677        1.521773        2.202867
      0.300000        0.300000        0.700000        0.700000       -7.800000        9.305830        1.516365        2.192238
      0.300000        0.300000        0.700000        0.700000       -7.700000        9.092697        1.510815        2.181364
      0.300000        0.300000        0.700000        0.700000       -7.600000        8.882278        1.505119        2.170239
      0.300000        0.300000        0.700000        0.700000       -7.500000        8.674572        1.499272        2.158857
      0.300000        0.300000        0.700000        0.700000       -7.400000        8.469578        1.493269        2.147213
      0.300000        0.300000        0.700000        0.700000       -7.300000        8.267293        1.487106        2.135300
      0.300000        0.300000        0.700000        0.700000       -7.200000        8.067718        1.480777        2.123111
      0.300000        0.300000        0.700000        0.700000       -7.100000        7.870849        1.474279        2.110641
      0.300000        0.300000        0.700000        0.700000       -7.000000        7.676687        1.467605        2.097884
      0.300000        0.300000        0.700000        0.700000       -6.900000        7.485229        1.460752        2.084832
      0.300000        0.300000        0.700000        0.700000       -6.800000        7.296474        1.453712        2.071480
